Date,tmp,pr,ssn
1964-08-19,12.43227665,6.181932116,3
1964-08-20,8.927933245,3.022527818,3
1964-08-21,10.34992507,0.54857578,3
1964-08-22,11.99413112,1.189193838,3
1964-08-23,11.75826047,1.070774509,3
1964-08-24,7.361793295,3.736420939,3
1964-08-25,5.139784523,1.166209891,3
1964-08-26,4.786647549,2.060330366,3
1964-08-27,4.859880989,2.120376357,3
1964-08-28,5.431650752,4.333017985,3
1964-08-29,6.395898049,0.681111108,3
1964-08-30,7.630253028,0.424009044,3
1964-08-31,10.09299486,0.443446146,3
1964-09-01,12.18071355,1.266180922,4
1964-09-02,11.31793516,3.556786821,4
1964-09-03,9.151030639,6.772222497,4
1964-09-04,8.152745746,1.896808556,4
1964-09-05,9.071282473,1.63869244,4
1964-09-06,10.50974514,2.224145105,4
1964-09-07,9.918084036,2.053159508,4
1964-09-08,7.594090378,1.20128978,4
1964-09-09,5.534510735,2.142417373,4
1964-09-10,6.420296075,2.835952581,4
1964-09-11,6.246956328,8.391446314,4
1964-09-12,5.54569222,3.776815887,4
1964-09-13,5.077015307,2.070409479,4
1964-09-14,4.851586039,3.438536647,4
1964-09-15,5.637896709,5.740786525,4
1964-09-16,4.028221976,2.262015583,4
1964-09-17,2.890479138,5.232905314,4
1964-09-18,1.837615986,2.749376847,4
1964-09-19,0.505178094,2.37242509,4
1964-09-20,0.097078476,2.182263948,4
1964-09-21,0.009879648,1.403348097,4
1964-09-22,1.165727477,3.942184674,4
1964-09-23,1.540442711,2.739849176,4
1964-09-24,0.462267172,1.028991803,4
1964-09-25,-1.564617551,3.026883059,4
1964-09-26,-0.899506956,1.641553407,4
1964-09-27,0.138589963,2.110932163,4
1964-09-28,0.250401607,2.611239812,4
1964-09-29,-1.102815353,3.470736242,4
1964-09-30,-3.072580403,0.662891701,4
1964-10-01,-1.716145296,2.411620559,4
1964-10-02,1.093187291,2.190803699,4
1964-10-03,0.678704154,2.005371978,4
1964-10-04,2.718504713,3.658467951,4
1964-10-05,2.99079168,4.637048661,4
1964-10-06,1.235905952,1.127355773,4
1964-10-07,-1.666887495,1.950080304,4
1964-10-08,0.378564453,5.080133674,4
1964-10-09,0.481591214,1.5380149,4
1964-10-10,-1.222636598,4.732702488,4
1964-10-11,-4.119425371,3.912629865,4
1964-10-12,-4.172117663,2.945561655,4
1964-10-13,-4.826070875,0.794031983,4
1964-10-14,-2.642208396,2.799999313,4
1964-10-15,-3.459530805,0.644010713,4
1964-10-16,-3.779018358,0.468612631,4
1964-10-17,-1.244897714,1.325706558,4
1964-10-18,-3.294101088,0.544503622,4
1964-10-19,-2.700534485,0.855963637,4
1964-10-20,-0.693109286,0.53380394,4
1964-10-21,-1.914006888,0.689040991,4
1964-10-22,-5.338498819,1.196841536,4
1964-10-23,-6.332502018,0.676922448,4
1964-10-24,-6.723233635,0.56824913,4
1964-10-25,-7.294305575,0.386316773,4
1964-10-26,-6.643039271,0.260447835,4
1964-10-27,-3.962700211,0.82925978,4
1964-10-28,-2.637678674,2.847041229,4
1964-10-29,-3.20668922,1.73311866,4
1964-10-30,-2.955065762,1.028393342,4
1964-10-31,-3.6106055,2.315767855,4
1964-11-01,-4.526898602,2.090785044,4
1964-11-02,-6.314910529,4.672380411,4
1964-11-03,-8.993964887,1.476300017,4
1964-11-04,-9.676357177,1.85380174,4
1964-11-05,-10.99946996,0.844420338,4
1964-11-06,-10.8205833,0.846245017,4
1964-11-07,-6.636351353,2.478235709,4
1964-11-08,-6.147880097,2.131869778,4
1964-11-09,-9.722689761,0.973830386,4
1964-11-10,-13.97970744,0.311349847,4
1964-11-11,-9.687238492,2.983391822,4
1964-11-12,-5.620633391,2.210428652,4
1964-11-13,-8.02187778,1.116429177,4
1964-11-14,-9.210204767,1.11792078,4
1964-11-15,-0.695308593,2.185962827,4
1964-11-16,-6.819751599,2.280244649,4
1964-11-17,-17.35338498,0.837605688,4
1964-11-18,-20.70247998,0.423736681,4
1964-11-19,-26.13736392,0.187038586,4
1964-11-20,-27.84970936,0.072621996,4
1964-11-21,-21.05413899,1.444000938,4
1964-11-22,-13.86211646,1.400640252,4
1964-11-23,-18.2981038,0.62266037,4
1964-11-24,-20.69391071,1.345327535,4
1964-11-25,-22.75447197,0.594679588,4
1964-11-26,-22.51337008,0.548074789,4
1964-11-27,-23.47294901,0.389385189,4
1964-11-28,-19.11801369,2.57391209,4
1964-11-29,-15.53511269,1.29573394,4
1964-12-01,-20.4405721,1.396677607,1
1964-12-02,-24.83550304,0.6671505,1
1964-12-03,-28.96794107,0.515506994,1
1964-12-04,-17.66385838,1.733949916,1
1964-12-05,-17.18721512,0.65668053,1
1964-12-06,-21.8518058,0.238754792,1
1964-12-07,-22.75068891,0.244419322,1
1964-12-08,-18.86956217,0.553821368,1
1964-12-09,-16.36777456,1.110937993,1
1964-12-10,-12.25467495,1.143880784,1
1964-12-11,-11.26778663,1.60229676,1
1964-12-12,-9.773216665,0.714406466,1
1964-12-13,-7.397673764,2.479033904,1
1964-12-14,-7.055874556,3.547393337,1
1964-12-15,-2.440746507,3.638913694,1
1964-12-16,-12.83263697,1.217758967,1
1964-12-17,-16.02023741,0.670530509,1
1964-12-18,-20.87363743,0.658346405,1
1964-12-19,-14.37827746,1.540461287,1
1964-12-20,-9.77778988,2.705857273,1
1964-12-21,-7.310870692,2.768824273,1
1964-12-22,-7.278641797,2.508222717,1
1964-12-23,-13.00659022,1.905426164,1
1964-12-24,-10.22147897,2.9127621,1
1964-12-25,-11.74330166,1.416820727,1
1964-12-26,-13.16015472,0.59508217,1
1964-12-27,-17.15218065,1.064160962,1
1964-12-28,-22.28415979,0.362038108,1
1964-12-29,-22.29141904,0.365982975,1
1964-12-30,-22.59729454,0.45091615,1
1964-12-31,-20.98666842,0.186451191,1
1965-01-01,-16.72637544,1.171413783,1
1965-01-02,-16.72040055,0.549896864,1
1965-01-03,-17.07231367,1.763112786,1
1965-01-04,-7.325416934,4.01543777,1
1965-01-05,-6.344736554,1.871291312,1
1965-01-06,-13.61967116,1.397294897,1
1965-01-07,-18.58349841,0.442477349,1
1965-01-08,-17.1891161,0.81612413,1
1965-01-09,-11.73139757,0.215944997,1
1965-01-10,-9.976089264,1.490361364,1
1965-01-11,-3.526609948,4.377835579,1
1965-01-12,-6.621357504,5.202955121,1
1965-01-13,-14.36539467,1.736523015,1
1965-01-14,-23.23019956,0.351453846,1
1965-01-15,-25.38828732,0.762606507,1
1965-01-16,-26.85253797,0.319402543,1
1965-01-17,-27.53572727,0.400842308,1
1965-01-18,-27.12541318,0.25124874,1
1965-01-19,-24.14137266,0.558074858,1
1965-01-20,-25.15948927,0.533822515,1
1965-01-21,-26.83455481,0.975871324,1
1965-01-22,-19.37168975,3.67468742,1
1965-01-23,-11.14098769,3.592836005,1
1965-01-24,-9.730466155,2.078671259,1
1965-01-25,-16.00971721,0.811920715,1
1965-01-26,-22.73469872,0.546645516,1
1965-01-27,-24.04432399,0.699338408,1
1965-01-28,-28.30430421,0.685520693,1
1965-01-29,-28.4408522,0.833712343,1
1965-01-30,-25.2295032,0.876895199,1
1965-01-31,-18.94811242,1.349609356,1
1965-02-01,-19.76215409,0.690960579,1
1965-02-02,-24.42417755,0.296147091,1
1965-02-03,-25.12724254,0.152389711,1
1965-02-04,-29.53301893,0.157447601,1
1965-02-05,-32.86264337,0.062443189,1
1965-02-06,-31.64982229,0.091305367,1
1965-02-07,-23.67464936,0.297275845,1
1965-02-08,-24.52822796,0.446504907,1
1965-02-09,-25.65998945,0.384320143,1
1965-02-10,-29.23174595,0.081143174,1
1965-02-11,-26.99048107,0.182175757,1
1965-02-12,-23.7810851,0.256335913,1
1965-02-13,-25.40680314,0.862506353,1
1965-02-14,-25.22822044,1.981828079,1
1965-02-15,-25.67427887,2.280027133,1
1965-02-16,-27.62130599,3.122980364,1
1965-02-17,-19.96742023,0.305393134,1
1965-02-18,-6.513929165,2.312747271,1
1965-02-19,-6.226064092,1.593286593,1
1965-02-20,-11.14424097,0.945851235,1
1965-02-21,-2.655376536,3.20446234,1
1965-02-22,-11.43554569,1.452033831,1
1965-02-23,-14.96657648,1.553772953,1
1965-02-24,-17.74976784,0.822916765,1
1965-02-25,-18.8805379,0.361488312,1
1965-02-26,-10.62994456,1.991246953,1
1965-02-27,-7.761522019,1.675986564,1
1965-02-28,-10.2899471,0.928515518,1
1965-03-01,-12.68075851,2.666506984,2
1965-03-02,-2.30200378,2.174336151,2
1965-03-03,-5.538822811,0.531647869,2
1965-03-04,-8.098655633,0.689714173,2
1965-03-05,-3.845906135,1.120544694,2
1965-03-06,-1.929320298,1.780841589,2
1965-03-07,-7.681948017,1.114836024,2
1965-03-08,-10.33107352,0.499326281,2
1965-03-09,-14.60116536,0.033953363,2
1965-03-10,-15.78576294,0.25862814,2
1965-03-11,-15.48475475,0.161253388,2
1965-03-12,-18.65419933,0.21247951,2
1965-03-13,-16.08802968,0.124424256,2
1965-03-14,-8.598415623,1.42585558,2
1965-03-15,-3.812889954,3.012455313,2
1965-03-16,-6.230670594,0.78955884,2
1965-03-17,-7.246284125,0.52842543,2
1965-03-18,-5.160229609,1.520147348,2
1965-03-19,-7.383328947,0.876623121,2
1965-03-20,-4.932566629,0.985639984,2
1965-03-21,-7.731766651,0.702003651,2
1965-03-22,-6.681873764,2.791705893,2
1965-03-23,-5.035909937,1.598016366,2
1965-03-24,-6.582567621,1.167083087,2
1965-03-25,-8.102627583,0.810927715,2
1965-03-26,-5.197995306,1.096502801,2
1965-03-27,-3.923319414,1.498924359,2
1965-03-28,-6.893964177,1.355109674,2
1965-03-29,-7.416869903,0.566374679,2
1965-03-30,-6.047183752,0.856586852,2
1965-03-31,-4.774811841,0.222326399,2
1965-04-01,-3.502603402,0.423868985,2
1965-04-02,-0.736232957,1.221644179,2
1965-04-03,-6.479788937,0.358341391,2
1965-04-04,-4.839323571,2.165879579,2
1965-04-05,-6.398967067,1.671407394,2
1965-04-06,-11.14081052,0.345881719,2
1965-04-07,-12.14440124,0.020313295,2
1965-04-08,-7.156259068,0.24981891,2
1965-04-09,-4.449524198,1.196655794,2
1965-04-10,-4.387809685,1.015246655,2
1965-04-11,-7.785752878,0.663729571,2
1965-04-12,-7.631590125,0.676486364,2
1965-04-13,-4.556942477,2.188378141,2
1965-04-14,-2.766629825,2.39668081,2
1965-04-15,-3.684830081,1.799820343,2
1965-04-16,-1.844009088,3.775353839,2
1965-04-17,-0.967069959,2.991572584,2
1965-04-18,-5.428445687,2.421099397,2
1965-04-19,-10.46700037,1.935759558,2
1965-04-20,-11.53863922,0.875041384,2
1965-04-21,-10.98378096,0.020574828,2
1965-04-22,-8.715555743,0.003397081,2
1965-04-23,-3.967641046,0.351170648,2
1965-04-24,1.712324417,0.737419793,2
1965-04-25,2.876208671,2.135782474,2
1965-04-26,1.980972115,4.947994163,2
1965-04-27,1.937456187,0.832104926,2
1965-04-28,4.128082781,0.493574063,2
1965-04-29,1.852489126,0.118939432,2
1965-04-30,0.908588793,1.575810519,2
1965-05-01,-1.143834866,1.677438933,2
1965-05-02,0.562894221,0.057612902,2
1965-05-03,1.432198514,0.007417015,2
1965-05-04,2.667410317,0.006439172,2
1965-05-05,2.113678678,0.002104345,2
1965-05-06,0.696309006,0.229072233,2
1965-05-07,0.037528865,0.102010984,2
1965-05-08,0.129565313,0.121539437,2
1965-05-09,1.211435811,0.005200333,2
1965-05-10,4.054522297,0.369131084,2
1965-05-11,4.739910947,2.413201508,2
1965-05-12,0.275278002,7.497142398,2
1965-05-13,-2.904121428,2.201671137,2
1965-05-14,-2.406131506,1.652619828,2
1965-05-15,-2.19968806,3.663727504,2
1965-05-16,-4.590913984,0.584014842,2
1965-05-17,-3.331357123,0.522373425,2
1965-05-18,-4.646468902,0.321403034,2
1965-05-19,-1.585159574,0.373773736,2
1965-05-20,-0.405112569,0.25053858,2
1965-05-21,1.16073105,0.504088769,2
1965-05-22,1.932824027,1.014705863,2
1965-05-23,1.103151669,1.280018694,2
1965-05-24,1.021790056,0.455474519,2
1965-05-25,4.335904183,0.7768599,2
1965-05-26,4.63895666,0.935609254,2
1965-05-27,4.496334897,0.634868228,2
1965-05-28,5.547825924,0.360721009,2
1965-05-29,6.267229039,0.181037929,2
1965-05-30,7.473538364,0.108314434,2
1965-05-31,8.21229526,0.517231793,2
1965-06-01,8.328968918,1.17874108,3
1965-06-02,8.659873447,1.618669885,3
1965-06-03,9.625502976,2.30508057,3
1965-06-04,9.504027951,2.552916239,3
1965-06-05,9.73215297,2.091807136,3
1965-06-06,11.59821151,1.659537961,3
1965-06-07,12.99117548,1.731628589,3
1965-06-08,12.99828676,3.246339578,3
1965-06-09,13.02229097,1.350294521,3
1965-06-10,14.63852903,1.909187248,3
1965-06-11,14.62341019,4.364308193,3
1965-06-12,13.37259856,1.397111619,3
1965-06-13,13.41792941,3.06229602,3
1965-06-14,13.9584619,6.291662381,3
1965-06-15,14.23244435,4.249755032,3
1965-06-16,14.80357878,2.653867648,3
1965-06-17,12.41059683,4.193378888,3
1965-06-18,10.57836547,1.43482275,3
1965-06-19,12.14206663,1.689131928,3
1965-06-20,11.00864544,4.153196563,3
1965-06-21,8.646561369,6.038383937,3
1965-06-22,7.76105856,3.849993388,3
1965-06-23,6.528966158,4.121641463,3
1965-06-24,6.451125438,2.337034253,3
1965-06-25,8.66950048,2.818305658,3
1965-06-26,10.39384686,3.90942668,3
1965-06-27,11.15735478,3.172174999,3
1965-06-28,11.82108255,2.133212842,3
1965-06-29,12.78439071,1.962460329,3
1965-06-30,13.48104374,2.863280231,3
1965-07-01,14.24327012,6.678482078,3
1965-07-02,13.09752915,5.970795946,3
1965-07-03,11.78794746,3.211139385,3
1965-07-04,12.64919628,3.992945369,3
1965-07-05,13.88155177,1.450109427,3
1965-07-06,15.15801683,1.063780194,3
1965-07-07,15.9371861,2.886850772,3
1965-07-08,15.16922106,4.485617028,3
1965-07-09,13.07658233,5.331103471,3
1965-07-10,11.74989632,7.930877252,3
1965-07-11,11.73840402,3.013015871,3
1965-07-12,12.38679263,2.361245473,3
1965-07-13,12.67987558,2.200586066,3
1965-07-14,12.78346595,3.165660792,3
1965-07-15,10.43081628,4.759743418,3
1965-07-16,12.20950271,0.850135757,3
1965-07-17,13.4666308,0.305766088,3
1965-07-18,14.70261681,1.227898058,3
1965-07-19,14.89718319,3.329059397,3
1965-07-20,13.93797819,2.457187262,3
1965-07-21,12.20347267,2.001704669,3
1965-07-22,10.51593505,0.711900365,3
1965-07-23,13.22676127,0.401229624,3
1965-07-24,14.48129848,2.481694347,3
1965-07-25,13.70451435,7.600175107,3
1965-07-26,13.13091236,3.557822632,3
1965-07-27,14.21221197,3.173334244,3
1965-07-28,14.67779951,2.568239236,3
1965-07-29,15.00674149,1.314734174,3
1965-07-30,16.65509453,1.294237782,3
1965-07-31,16.43740468,2.183727838,3
1965-08-01,14.629182,3.394924485,3
1965-08-02,13.71831325,3.677149791,3
1965-08-03,13.22137541,2.194705111,3
1965-08-04,12.78776834,1.487527582,3
1965-08-05,12.43177234,2.076955773,3
1965-08-06,12.86117177,3.246071565,3
1965-08-07,12.48417248,6.355825235,3
1965-08-08,10.50180367,7.923967428,3
1965-08-09,9.080735925,5.732257848,3
1965-08-10,10.15926426,0.898892149,3
1965-08-11,11.28217352,1.895488336,3
1965-08-12,8.996697318,1.918398929,3
1965-08-13,9.707090652,2.346535424,3
1965-08-14,11.02901456,3.542712396,3
1965-08-15,9.294746564,3.373180367,3
1965-08-16,7.644292669,3.667702584,3
1965-08-17,8.123039897,2.089795537,3
1965-08-18,6.944789639,1.184256283,3
1965-08-19,6.091911967,3.603593227,3
1965-08-20,5.748037175,1.554206523,3
1965-08-21,7.468999603,2.714279208,3
1965-08-22,8.523839496,5.540455498,3
1965-08-23,7.155740259,2.154517336,3
1965-08-24,6.968576633,2.766477639,3
1965-08-25,6.934133367,3.735754509,3
1965-08-26,6.619058422,1.368076574,3
1965-08-27,7.187982664,3.919287481,3
1965-08-28,6.23240683,3.788987288,3
1965-08-29,4.69343355,1.28968915,3
1965-08-30,5.008446877,1.635911038,3
1965-08-31,5.69007166,1.758507623,3
1965-09-01,7.258630371,3.513850584,4
1965-09-02,5.695030864,2.226701324,4
1965-09-03,4.463204762,1.178357468,4
1965-09-04,6.563796531,1.949178262,4
1965-09-05,6.192309648,3.708431559,4
1965-09-06,2.938786617,1.742362479,4
1965-09-07,2.158659353,1.106947017,4
1965-09-08,1.478601366,1.123078315,4
1965-09-09,-0.48973655,1.514148672,4
1965-09-10,-1.529815266,1.07707187,4
1965-09-11,-1.375572623,1.978864469,4
1965-09-12,-1.040074323,1.80802191,4
1965-09-13,1.232701607,0.915907882,4
1965-09-14,2.691245518,0.349521932,4
1965-09-15,3.158593167,0.997704843,4
1965-09-16,5.430538124,3.059714118,4
1965-09-17,5.5697737,6.236077032,4
1965-09-18,3.304539499,6.098990747,4
1965-09-19,3.90785851,5.801874157,4
1965-09-20,8.379148563,3.399805178,4
1965-09-21,6.09741174,1.351075543,4
1965-09-22,7.009521601,1.008875105,4
1965-09-23,8.877463682,0.075201178,4
1965-09-24,9.153519182,0.099074842,4
1965-09-25,9.78512167,0.10401274,4
1965-09-26,9.688613036,0.828885497,4
1965-09-27,5.652276125,1.117643264,4
1965-09-28,5.508664193,2.184222491,4
1965-09-29,5.997476293,3.807714378,4
1965-09-30,3.723004112,2.768904514,4
1965-10-01,0.361679097,4.069084314,4
1965-10-02,0.160109424,4.829206433,4
1965-10-03,-4.568689801,1.460471755,4
1965-10-04,-5.426181652,0.579427511,4
1965-10-05,-5.794949263,0.120120361,4
1965-10-06,-4.607287734,0.014712271,4
1965-10-07,-1.873884923,0.000297235,4
1965-10-08,0.069275116,1.004247101,4
1965-10-09,-1.260606588,1.434563932,4
1965-10-10,1.851246167,1.252074276,4
1965-10-11,-1.513719479,0.187690096,4
1965-10-12,-1.741018774,2.968478249,4
1965-10-13,-0.546937668,2.018983189,4
1965-10-14,-2.740062621,0.503002106,4
1965-10-15,-3.022635374,2.480989736,4
1965-10-16,1.817542709,4.179853597,4
1965-10-17,1.748001798,2.170094772,4
1965-10-18,-1.842413913,4.39538176,4
1965-10-19,-2.973233538,2.66717783,4
1965-10-20,-3.612703535,1.352078612,4
1965-10-21,-5.319071368,0.793545653,4
1965-10-22,-0.648361964,4.095787704,4
1965-10-23,0.744959954,1.886210346,4
1965-10-24,-2.230043914,1.117519353,4
1965-10-25,-4.649500348,0.830058756,4
1965-10-26,-5.646813537,3.077183922,4
1965-10-27,-5.869725202,3.155137247,4
1965-10-28,-8.852894077,0.888173776,4
1965-10-29,-6.064122466,1.65797409,4
1965-10-30,-7.163204295,6.160304729,4
1965-10-31,-13.19832502,0.799289242,4
1965-11-01,-17.26487103,0.320848359,4
1965-11-02,-19.63979717,0.145739737,4
1965-11-03,-19.13426965,0.216550115,4
1965-11-04,-20.1811342,0.480747631,4
1965-11-05,-18.66860591,1.496160482,4
1965-11-06,-18.02281624,2.372998912,4
1965-11-07,-18.99926941,0.439681067,4
1965-11-08,-19.30566798,0.952631266,4
1965-11-09,-17.61641643,1.314211304,4
1965-11-10,-17.97026682,0.822576181,4
1965-11-11,-21.24658123,0.352011193,4
1965-11-12,-20.52028358,0.292795727,4
1965-11-13,-11.11758547,3.998914396,4
1965-11-14,-3.384658988,2.662079656,4
1965-11-15,-11.72555477,3.961588892,4
1965-11-16,-22.20642263,0.152943969,4
1965-11-17,-23.27055746,0.025998082,4
1965-11-18,-19.62156709,0.026549587,4
1965-11-19,-13.55918683,1.180912952,4
1965-11-20,-13.40393346,0.758704256,4
1965-11-21,-20.30600819,0.197813573,4
1965-11-22,-17.89359763,0.659801731,4
1965-11-23,-15.90818717,0.757374678,4
1965-11-24,-19.8922029,0.345641178,4
1965-11-25,-20.11830954,0.170965741,4
1965-11-26,-12.51690643,1.424170391,4
1965-11-27,-6.6738525,2.552953241,4
1965-11-28,-7.26167655,1.139832667,4
1965-11-29,-4.90583916,3.253010259,4
1965-11-30,-2.842588466,0.936436598,4
1965-12-01,-5.174029969,1.36071763,1
1965-12-02,-5.137235974,1.805348573,1
1965-12-03,-7.736208222,2.105291156,1
1965-12-04,-12.01435495,0.943296485,1
1965-12-05,-15.32070542,1.041743436,1
1965-12-06,-14.25919972,0.890680277,1
1965-12-07,-14.49569797,0.898580848,1
1965-12-08,-14.63738278,0.899021316,1
1965-12-09,-18.08845708,0.388305605,1
1965-12-10,-17.67009646,0.703887138,1
1965-12-11,-12.88823922,0.921462883,1
1965-12-12,-16.11049738,0.470800278,1
1965-12-13,-16.27710591,2.663099422,1
1965-12-14,-8.166680675,2.484270326,1
1965-12-15,-12.43331285,0.866464875,1
1965-12-16,-12.76224467,1.024110899,1
1965-12-17,-14.7491571,0.781221092,1
1965-12-18,-21.70233653,0.477556971,1
1965-12-19,-26.09405938,0.250225313,1
1965-12-20,-25.48469138,0.626333179,1
1965-12-21,-25.31671908,0.38612468,1
1965-12-22,-22.86534233,0.69558508,1
1965-12-23,-21.14570348,0.443666151,1
1965-12-24,-13.10389542,5.294401971,1
1965-12-25,-6.428128849,1.709711639,1
1965-12-26,-6.394383016,3.328119136,1
1965-12-27,-7.695784142,1.053579974,1
1965-12-28,-10.28090141,1.44505943,1
1965-12-29,-24.36947027,0.135525913,1
1965-12-30,-26.16855789,1.194317416,1
1965-12-31,-9.753211227,6.209727742,1
1966-01-01,-8.948632968,2.219048881,1
1966-01-02,-11.86312335,3.050136179,1
1966-01-03,-19.34582182,3.276653008,1
1966-01-04,-27.46475043,0.422714197,1
1966-01-05,-28.08660031,1.868412427,1
1966-01-06,-21.22059547,2.99839714,1
1966-01-07,-18.32689937,3.820454778,1
1966-01-08,-13.73676755,10.01772362,1
1966-01-09,-8.695674415,3.310661443,1
1966-01-10,-20.68589028,0.678256355,1
1966-01-11,-28.13199225,0.24979823,1
1966-01-12,-28.35033007,0.045611767,1
1966-01-13,-19.27990478,1.298194016,1
1966-01-14,-6.977907149,3.001595668,1
1966-01-15,-1.799297921,1.810663483,1
1966-01-16,-4.915635594,2.845180065,1
1966-01-17,-1.753338157,2.85965343,1
1966-01-18,-7.651558778,0.787837993,1
1966-01-19,-6.186310573,2.070116075,1
1966-01-20,-6.902077139,1.221359567,1
1966-01-21,-15.24622392,0.5074364,1
1966-01-22,-22.07480483,1.452058494,1
1966-01-23,-18.32485921,1.671889856,1
1966-01-24,-17.44409081,3.65756518,1
1966-01-25,-12.68814585,3.444854139,1
1966-01-26,-11.38177299,2.045108214,1
1966-01-27,-5.488022997,6.650030882,1
1966-01-28,-14.73720976,0.607752684,1
1966-01-29,-18.09491271,0.683414781,1
1966-01-30,-15.11158289,1.440597751,1
1966-01-31,-16.72211979,0.976601835,1
1966-02-01,-12.46937054,1.664717323,1
1966-02-02,-11.9827212,3.067561658,1
1966-02-03,-18.98156226,1.87859126,1
1966-02-04,-22.01214564,1.207292959,1
1966-02-05,-22.81876075,1.092686329,1
1966-02-06,-26.61492524,0.885495588,1
1966-02-07,-26.63022782,0.628064153,1
1966-02-08,-20.64342448,1.039944413,1
1966-02-09,-22.99682338,0.351435399,1
1966-02-10,-22.69678452,2.599646156,1
1966-02-11,-22.17719801,4.434227548,1
1966-02-12,-18.29218669,1.890853048,1
1966-02-13,-19.55910456,0.715357988,1
1966-02-14,-19.84373356,0.984927109,1
1966-02-15,-13.24056461,2.00547121,1
1966-02-16,-17.5016334,0.783717178,1
1966-02-17,-18.48861561,1.736800461,1
1966-02-18,-10.49647797,5.127278792,1
1966-02-19,-19.78344734,1.885060927,1
1966-02-20,-30.01630273,0.227545329,1
1966-02-21,-31.65054864,0.064155446,1
1966-02-22,-31.90250147,0.061671898,1
1966-02-23,-31.46596549,0.053575999,1
1966-02-24,-30.70728733,0.101033605,1
1966-02-25,-30.2551556,0.143989847,1
1966-02-26,-18.90171569,1.201308302,1
1966-02-27,-17.9421907,1.370827452,1
1966-02-28,-21.39367547,0.958257539,1
1966-03-01,-17.56082754,2.007335948,2
1966-03-02,-17.9934647,1.370288419,2
1966-03-03,-17.59765808,1.324622772,2
1966-03-04,-16.62996186,1.491576195,2
1966-03-05,-6.310591174,3.229313634,2
1966-03-06,-12.59693431,1.271079612,2
1966-03-07,-21.38229669,0.866735382,2
1966-03-08,-26.02249265,0.567576212,2
1966-03-09,-22.35734799,0.395961965,2
1966-03-10,-14.61356668,0.864439153,2
1966-03-11,-21.42387344,0.218473211,2
1966-03-12,-24.34049228,0.007770579,2
1966-03-13,-17.42477954,0.005583725,2
1966-03-14,-9.047439264,3.39E-06,2
1966-03-15,-8.031130923,3.84E-06,2
1966-03-16,-3.947887231,0.625477724,2
1966-03-17,-7.551588246,0.943327518,2
1966-03-18,-4.612349278,0.677579804,2
1966-03-19,-5.90383015,0.161067289,2
1966-03-20,-3.234834202,0.01441399,2
1966-03-21,-0.987399914,0,2
1966-03-22,-2.185657652,0.017091378,2
1966-03-23,0.478516811,1.444548286,2
1966-03-24,-8.762112009,2.500944666,2
1966-03-25,-12.82033649,3.420488445,2
1966-03-26,-14.148947,4.692278912,2
1966-03-27,-13.97333821,2.035798546,2
1966-03-28,-12.12448677,1.621510355,2
1966-03-29,-10.21284862,2.326540962,2
1966-03-30,-10.7525722,1.738587371,2
1966-03-31,-12.77554528,1.17369913,2
1966-04-01,-8.609246496,3.746945065,2
1966-04-02,-9.698919386,1.39192822,2
1966-04-03,-7.415853299,0.759425722,2
1966-04-04,-9.890104578,0.708679455,2
1966-04-05,-7.707653342,0.766618986,2
1966-04-06,-9.492525021,0.60599836,2
1966-04-07,-3.410134266,1.787503577,2
1966-04-08,-5.033124771,1.732212491,2
1966-04-09,-3.047777387,1.77846011,2
1966-04-10,-7.404201172,1.226062582,2
1966-04-11,-9.036578748,1.243398785,2
1966-04-12,-6.951422605,0.73424473,2
1966-04-13,-1.414445505,0.747616476,2
1966-04-14,-1.316197564,0.673827994,2
1966-04-15,-1.354077654,1.407900416,2
1966-04-16,-4.101905463,1.069016585,2
1966-04-17,-5.717694792,1.047082575,2
1966-04-18,-7.647012047,0.253125642,2
1966-04-19,-7.488793615,0.022759547,2
1966-04-20,-4.124228683,0.012365032,2
1966-04-21,-3.970196747,0.597833368,2
1966-04-22,-5.66926252,0.463087349,2
1966-04-23,-9.841333455,0.800810444,2
1966-04-24,-11.77489115,0.607284791,2
1966-04-25,-8.851676873,0.196815069,2
1966-04-26,-2.263614416,0.786483873,2
1966-04-27,3.535748447,1.22046039,2
1966-04-28,1.126091169,1.995140882,2
1966-04-29,-1.791640924,1.587527734,2
1966-04-30,0.173009418,0.87961974,2
1966-05-01,0.109766305,0.139694998,2
1966-05-02,4.998837144,0.157177178,2
1966-05-03,5.205747296,0.696402158,2
1966-05-04,2.156559083,1.22633145,2
1966-05-05,-0.571867808,0.873930194,2
1966-05-06,0.286435286,2.033469118,2
1966-05-07,-3.257037976,0.618551672,2
1966-05-08,-1.646825394,1.170579097,2
1966-05-09,0.470516735,2.738632258,2
1966-05-10,-1.487642402,2.152493518,2
1966-05-11,-3.298082952,0.985067729,2
1966-05-12,-5.305930635,0.955698173,2
1966-05-13,-4.711250237,1.193012872,2
1966-05-14,-4.570642343,0.308524432,2
1966-05-15,-2.231282792,0.200727973,2
1966-05-16,-0.361702869,1.267375493,2
1966-05-17,0.012536232,0.196313329,2
1966-05-18,0.536601772,0.089402277,2
1966-05-19,2.074089313,0.076356983,2
1966-05-20,2.993330374,0.414881354,2
1966-05-21,3.680202333,0.546834706,2
1966-05-22,5.754055358,0.196194714,2
1966-05-23,6.945129317,0.095402439,2
1966-05-24,6.979275279,0.565359308,2
1966-05-25,7.415925841,1.073495161,2
1966-05-26,8.501099235,1.113425066,2
